,4b5f35d0-f60f-4dbf-8ea9-bf0fcb9fbb6a,48e467ca-6f84-40e8-8023-d98c2f40ec42,7518e852-5da2-4ef4-ac7c-be96b193724f,a3078d2f-4d1f-40ec-ae2e-7f5b719066b7,188ac0f0-93de-4465-b8ed-2239e2587132,7c593fe1-5baa-4581-8685-d872642be81a,59afaefe-d231-4c3f-97f5-0de576b9b432,4c61a61c-677d-45b1-a60b-5e547b6cf83a,e340b0fa-be40-48e5-b638-c0ea63f80456,a3ee5b3f-b19a-4740-9019-8e1f3ee9fdfe,fcdd24c3-74d4-43a1-b9d5-13dc79720a2c,7dddf63c-dbc0-4b2a-8821-b74f3dcce97a,1b6ea12f-6785-4532-b058-b17043d95f0f,04cdc51f-98d6-4517-8b21-a38141da6531,b0ceaba6-7ee6-41d4-877e-495aad15a4d6,5cdfd7ba-dc62-4c64-a2d2-7bfee1c0efb2,43627cfe-2aec-419f-bd69-93d01e85cfb7,0ef801a5-fe1c-404a-8f96-7eb08bde5bcd,4f80bd1e-e7dc-4bd5-929e-a0c33a9883e8,950d5686-0187-4514-a06f-6a92f547156e,0ed09956-c68d-4282-9812-2f02eb95bff7,5c4db8ca-e123-4caa-afd9-5bc8b3ccce2f,fd6b8e6c-47c6-4fc0-814a-52f978b9407a,342968a2-4e08-4886-94b1-daede0fd7542,989e48c7-3c73-4f68-9f7a-e0bde14fc3d3,e6ad56f4-853c-4a6d-bd3d-faabe546361e,47307512-8b75-49ff-9585-9cfd35a4c8b6,2d73d8ae-3e2a-46de-a46c-1d6d7a5a08f7,c2d88610-d9bc-42a1-a374-e30d74710abe,601e98c4-d3c8-448a-bb34-fb67c7f47a20,bfa1b48e-78ae-4f56-93d8-1eeb35e84bba,9889fbe2-6513-4d06-a275-aa3d508e2c25,9ab5c76e-3c9d-42a9-84d3-94af9638d815,fc2fc56b-bd3d-4795-ace7-6de074db2e90,d21be9a8-c8e6-4a26-b13c-06f443d50df9,28cc47e3-c562-45e5-8fd4-6819e6cd6c65,0d478ca8-6d3e-4f09-a315-f4dcc0264bf6,07deb106-4b45-4e25-8c84-fce6a263eab8,c84bd17e-eb24-4754-8f5e-ecbde16f7d4e,711630c3-610b-4a8e-9478-4eeb40ae933a,da1993ec-e8f6-46cb-a955-858da98d2f97,91b8f716-dcc4-4e8b-b011-39edbb011827,65338133-f47f-45f5-825e-5b9c45ce13d9,41957be1-9839-493b-a362-5d04fc080767,2cb76270-ae98-4c6f-9e5f-1fe17ce6ce2b,3b3ed463-3314-4859-bc71-f86934be9020,2eca7a6c-41da-4d9e-8a2d-65b2c3cdc27e,6013131b-db47-4898-ba49-f9d143a2ef82,62f8f76b-5121-4240-a44b-74512926fdd8,1a9f11ca-2647-424e-b8c3-f7bd2c6c3cfa,df9d87ac-c090-4033-9c2d-b157352f39c0,d2903b7a-a5d8-40c5-9d07-d6e17f3a8fcd,b9070501-5d5b-4b27-9a76-1b9e4c09385c,71da602c-6e5b-4cc8-b894-bdd8d0ba0800,90700816-edd9-4a57-a101-551177eb9783,6dc96314-98f7-494e-bc0c-343a075f6841,52e14fdf-4225-4674-bdf5-906e40482d48,61b561a0-aebc-49d9-a6b2-e89bf3b96a5d,173a58c5-80f7-40cb-ac6e-0bd44a59a448,c2d59a31-b606-4f5d-8388-8ae302fa0360,d6576a8c-36d5-4f01-aa85-6b35fe248145,d39ccd3e-7ae6-4364-a783-0acb96476c6f,db197a9e-f5bf-4b3b-a38b-25549b795bc0,5e7a56d5-2b26-47c2-9ce5-649dab2cc1bb,64e155d8-57ca-4e68-9277-78db7c84c139,053bffc1-c364-4a12-b363-b036dd90aba8,b3c41ef8-c94f-4d18-8252-1aa006477aa4,ff71686d-6370-42df-9bfb-a50465463833,2a564608-eac8-4f39-81f9-8b5f96fbae47,154acca1-59c9-4f3c-917b-a101d154c680,8ba665c6-a703-4fd6-b708-1dd787f469e5,52da50c2-1aaf-46fc-b63a-380e908ee4c9,68bad8d6-5c20-4a6e-bb7c-ede3b5a89d99,dfa1e265-49bf-4cfb-b019-a9110a2f645e,bb3d2294-bdcd-473e-8caa-a4fabf646e6f,aa7063ee-0734-4033-9db2-fb9210c87c18,2dee53a5-e295-4ea6-9658-d29053dd3fe4,b5af0fc0-c4a6-4f7a-b9dd-a164fd7bed27,025bca5f-7008-4acf-8c67-4a4b23250b98,bec5f5b4-a402-41c8-987a-2c76c6cb068e
34c94a4f-529b-46b6-922a-53e4fd9f4ab4,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100,1000,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,-5,-100
8c87cd85-64fa-4851-a516-d56032b1b95b,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,0,-5,-30,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000
d615ba8a-ad93-463e-9701-1ba23124ef52,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000,1000,1000,1000,-100,-10,0,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-30,1000
bf1959ee-c49f-4e50-b96b-8ce26071944a,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,-100,1000,1000,1000,1000,1000,0,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000
a37755f9-9411-4953-9304-a27a4e0c4643,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,1000,1000,1000,1000,-10,-30
d0401247-fdfb-4ac7-aceb-6eb8a876fa84,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,-10,1000,1000
374f6a1c-03c3-4aee-90db-695daf2fc642,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0,-100,1000,-30,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,0
43ffe52e-f401-4b25-9443-daac4333f112,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000,-100,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,-30,1000,1000
73e3b3dc-feed-4215-bec9-7c4b9be6d337,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10,-100,1000,1000,1000,1000,1000,1000,-30,1000,1000,-5,0,1000,1000,1000,1000,1000,1000,1000,-10
3a2b2d97-d195-4993-aa3f-019feabfd735,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,0,1000,-30,1000
92bc02ca-5087-4608-9902-8075b44c124b,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-100,0,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6ec10aae-ab50-43b0-9edd-08fd20947807,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,1000,1000,-5,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000
55834a02-0af2-40d0-80f7-fee40f4242a7,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-10,-30,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000
ef644508-8eb1-4d35-abbf-c84d5b76480a,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000,-100,1000,1000,1000,0,1000,1000,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,-30,1000,1000
7bd94eb8-bab3-4c9f-b504-e86991e220d9,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,-100,-5
f01f9400-e592-4c6a-a9ff-2f62d3e2d4ed,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,-100,1000,1000,0,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000
35144098-2ede-452d-b900-b333b5a82e04,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,-30,1000,-10,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,1000,1000
0e00bd24-86be-4865-b820-d2184c2178b6,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,0,-10,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,-30,1000,1000
13f25f48-1f33-4ecf-863b-f06039bb7ca2,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000,1000,0,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,1000,1000,-10,1000
89001bb2-906e-4cdb-b3b6-753884330f99,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000,-100,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,-5,1000,1000,1000,-30,1000,1000
2d97490c-1d5b-41eb-bf03-30b3d450db81,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-100,1000,-30,1000,1000,-5,1000,-10,1000,1000
47c8a6a1-4c0f-44f2-98ed-efe0d01e1397,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000,-100,1000,1000,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,-30,1000
6a1c9992-f7da-4024-a95f-6aacc6adb155,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000,-100,-10,1000,-5,1000,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-30,1000,1000
96b9d094-4485-4124-9342-6f6ee53cd6ea,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-100,-30,1000,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0
0f1c8f18-1b7d-446e-8922-64a764460ccc,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000,-30,1000,1000,1000,1000,1000,1000,0,-10,1000,1000,1000,1000,1000,1000,1000,1000,-5,-100,1000
d0373194-97e9-4437-b64a-60f7363ca7bc,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5,0,1000,-100,1000,1000,1000,1000,-10,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-5
7905d865-d294-4efe-8dbe-649e9bc0e49b,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-100,1000,1000,1000,-5,1000,1000,-10,0,1000,1000,1000,1000,1000,1000,1000,-30
0bf870a9-5c7d-43db-8ba7-f8ae8bbb30a1,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000,1000,-100,-10,1000,1000,1000,1000,0,1000,1000,1000,-5,1000,-30,1000,1000,1000,1000,1000,1000
bf344f37-9383-4ab5-ba53-f5d442e94f66,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,0,1000,1000,1000,-10,1000,-5,-30,1000,1000
8bf2c4a3-4c53-4d5d-b7e5-46b21c560fb1,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,1000,1000,-10,1000,1000,-5,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,-100
fe624c99-ff80-4ef8-835f-24f305e77ac4,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000,1000,1000,1000,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,1000,-5,-10,1000,-100,1000
85f46b96-00b2-43ee-8191-e53958d34b9a,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,-10,1000,1000,1000,1000,1000,-100,1000,0,-5,1000,1000,1000,1000,1000,-30
0f7edaed-3399-4814-b969-8ea355d7710f,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000,-100,-5,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,0,-10,1000
78bdb989-05b2-4d0d-aea1-310ff2d46cd6,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100,1000,1000,-10,-30,-5,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,-100
3b39cbc4-5b66-400b-9413-8bd08566941d,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000,-100,-5,1000,1000,-10,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,1000,0,1000,1000
a9fb5dd5-8921-4b03-87f1-3ea4b30f30d9,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,1000,-5,1000,0,1000,1000,1000,-10,1000,1000
d43e4753-2486-4869-8105-2c707c22820a,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30,-100,0,1000,-10,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-5,1000,-30
17a60597-78a9-4533-8669-12a6042cc4a5,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,0,1000,1000,1000,1000,1000,1000,-30,-10,1000,1000,1000,1000,-5,1000,1000
22cd85b8-6ce1-457e-81d0-6f8bd5f03bdb,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000,0,1000,-100,-30,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,1000
d8968621-f4f4-481f-8620-02d60f310cf6,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000,-30,1000,1000,0,1000,1000,1000,1000,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,-10,1000
57bc9ff9-7c5f-434e-ab3d-3625866941a7,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0,1000,1000,-5,-100,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-30,1000,1000,1000,-10,0
9380c723-7441-4b03-b5b1-17fed33e68e3,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,-10,1000,-5,1000,1000,-100,1000,1000,-30,1000,1000,1000,1000,1000,0,1000
5d00376c-f68b-40f1-a0cf-4d54162d59be,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000,1000,1000,1000,-100,1000,1000,1000,1000,1000,1000,0,-30,1000,1000,-10,1000,1000,1000,-5,1000
a0830b43-fa38-4229-8351-7c36e44d6340,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000,1000,-30,1000,-10,-100,1000,1000,1000,1000,1000,-5,1000,1000,1000,1000,1000,1000,0,1000,1000
